Fold,Silhouette Score,ARI Score,Dunn Index,DB Score
1,0.21106486697277696,0.01677768436012374,0.012400721328715237,3.162652063059418
2,0.2142558013960291,0.016147096254548333,0.005625499646767655,3.151196591972927
3,0.21043003081923786,0.016297037191866412,0.018185381919645117,3.1943468352194566
4,0.21310323044081636,0.015594982523973842,0.014623741473083223,3.145746408911952
5,0.20875054394924583,0.016508599227943104,0.011778670372185447,3.1543727167999513
