Fold,Silhouette Score,ARI Score,Dunn Index,DB Score
1,0.43701721894645656,0.039706219435836444,0.013845267680221197,1.6453229779587142
2,0.4388777387835186,0.03902777278928649,0.024046871276306267,1.6482091552514924
3,0.4363182257417685,0.039498786298104424,0.02262260057732837,1.6541630686719448
4,0.43572827992777013,0.040347870029723065,0.015546284363646327,1.6535278351405107
5,0.4360177644740435,0.03963754714574149,0.019148935099695046,1.6477009607905848
