Fold,Silhouette Score,ARI Score,Dunn Index,DB Score
1,0.08887128942466205,0.01169964002474941,0.00974156506389734,3.692817400332734
2,0.09084023370932431,0.008807221379418913,0.012832694986494858,3.69588437670511
3,0.08655397756283553,0.009900378456650557,0.014706707837358135,3.7150668474943465
4,0.08806446898396991,0.009366381107386046,0.019505430670517958,3.6933263852357654
5,0.08565417291474113,0.009083495880488835,0.01285290665270986,3.711414664934273
