Fold,Silhouette Score,ARI Score,Dunn Index,DB Score
1,0.282642137,0.025315057,0.104390544,1.9199765405210016
2,0.271258571,0.018539709,0.042157611,2.0383507721295517
3,0.12340588,0.073181363,0.010033985,3.5727458683663555
4,0.272384068,0.032126759,0.07304956,2.01230299577814
5,0.254736412,0.0195109940190456,0.0810562629141797,1.8753669115938758
