Fold,Silhouette Score,ARI Score,Dunn Index,DB Score
1,0.07957807242090177,0.07267410414287513,0.024726057908107953,3.856949381850489
2,0.08201857670932523,0.17611589337559438,0.017655273755707704,3.632015738478029
3,0.07912335627678482,0.17113597238106154,0.026442613261334496,3.6369621250277295
4,0.045467701286127905,0.13728666129641834,0.012792780680162099,4.42798376356667
5,0.07819286202493402,0.08076789294497856,0.0035941649059234378,3.818747159553729
