Fold,Silhouette Score,ARI Score,Dunn Index,DB Score
1,0.4673830558792177,0.021795213167033447,0.05261027569973909,1.4024208910540872
2,0.4727598032962747,0.019071952041527368,0.09025692706466835,1.4024208910540872
3,0.4572367689518855,0.017718452384840266,0.07093572940630798,1.3557424999219594
4,0.46028536215346594,0.021733931489095658,0.06108866058406785,1.4663787396301986
5,0.4707546230557203,0.01971007487127421,0.06646555901200216,1.3761763671791638
