Fold,Silhouette Score,ARI Score,Dunn Index,DB Score
1,0.16892679802141802,0.16396483988079555,0.009302991632522345,2.6543821142660824
2,0.1697496978709975,0.16692230094493046,0.003855612138839195,2.6516748417473286
3,0.17449579523540734,0.16556852709568795,0.004036365629206844,2.632668691259623
4,0.15811289876592502,0.20304802313738263,0.019409396116248975,2.711399018851013
5,0.1514927591333429,0.19184937486059667,0.014079765534321905,2.7386720823946766
