Fold,Silhouette Score,ARI Score,Dunn Index,DB Score
1,0.18661223403040794,0.015499252635719846,0.003738995476774956,2.515051090566155
2,0.16013988519111033,0.0005133019988911935,0.014105630511501497,2.549473261538012
3,0.18712742595400597,0.01615669611165945,0.004753649174200185,2.5084629834143053
4,0.1861682700731546,0.015018605611523702,0.008403052214676208,2.5026103725193374
5,0.18554574055455916,0.012897767262327609,0.006875589550699754,2.5141849529176503
